0.006419 -0.000000 3.213542
0.006366 0.000154 3.213542
0.006263 0.000280 3.213542
0.006160 0.000406 3.213542
0.006060 0.000534 3.213542
0.005961 0.000663 3.213542
0.005858 0.000789 3.213542
0.005752 0.000913 3.213542
0.005650 0.001039 3.213542
0.005553 0.001169 3.213542
0.005455 0.001299 3.213542
0.005350 0.001424 3.213542
0.005243 0.001546 3.213542
0.005138 0.001670 3.213542
0.005041 0.001801 3.213542
0.004945 0.001932 3.213542
0.004848 0.002063 3.213542
0.004742 0.002186 3.213542
0.004636 0.002310 3.213542
0.004524 0.002428 3.213542
0.004418 0.002551 3.213542
0.004365 0.002704 3.213542
0.004318 0.002860 3.213542
0.004264 0.003014 3.213542
0.004210 0.003167 3.213542
0.004146 0.003316 3.213542
0.004080 0.003465 3.213542
0.004016 0.003615 3.213542
0.003960 0.003768 3.213542
0.003908 0.003922 3.213542
0.003852 0.004074 3.213542
0.003789 0.004224 3.213542
0.003725 0.004374 3.213542
0.003667 0.004526 3.213542
0.003612 0.004679 3.213542
0.003554 0.004831 3.213542
0.003492 0.004981 3.213542
0.003432 0.005132 3.213542
0.003374 0.005284 3.213542
0.003316 0.005436 3.213542
0.003210 0.005559 3.213542
0.003050 0.005590 3.213542
0.002889 0.005564 3.213542
0.002729 0.005538 3.213542
0.002568 0.005515 3.213542
0.002406 0.005494 3.213542
0.002246 0.005468 3.213542
0.002086 0.005438 3.213542
0.001925 0.005412 3.213542
0.001764 0.005393 3.213542
0.001602 0.005373 3.213542
0.001442 0.005345 3.213542
0.001283 0.005313 3.213542
0.001123 0.005285 3.213542
0.000961 0.005266 3.213542
0.000799 0.005248 3.213542
0.000638 0.005230 3.213542
0.000478 0.005200 3.213542
0.000318 0.005170 3.213542
0.000160 0.005132 3.213542
-0.000000 0.005102 3.213542
-0.000160 0.005132 3.213542
-0.000318 0.005170 3.213542
-0.000478 0.005200 3.213542
-0.000638 0.005230 3.213542
-0.000799 0.005248 3.213542
-0.000961 0.005266 3.213542
-0.001123 0.005285 3.213542
-0.001283 0.005313 3.213542
-0.001442 0.005345 3.213542
-0.001602 0.005373 3.213542
-0.001764 0.005393 3.213542
-0.001925 0.005412 3.213542
-0.002086 0.005438 3.213542
-0.002246 0.005468 3.213542
-0.002406 0.005494 3.213542
-0.002568 0.005515 3.213542
-0.002729 0.005538 3.213542
-0.002889 0.005564 3.213542
-0.003050 0.005590 3.213542
-0.003210 0.005559 3.213542
-0.003316 0.005436 3.213542
-0.003374 0.005284 3.213542
-0.003432 0.005132 3.213542
-0.003492 0.004981 3.213542
-0.003554 0.004831 3.213542
-0.003612 0.004679 3.213542
-0.003667 0.004526 3.213542
-0.003725 0.004374 3.213542
-0.003789 0.004224 3.213542
-0.003852 0.004074 3.213542
-0.003908 0.003922 3.213542
-0.003960 0.003768 3.213542
-0.004016 0.003615 3.213542
-0.004080 0.003465 3.213542
-0.004146 0.003316 3.213542
-0.004210 0.003167 3.213542
-0.004264 0.003014 3.213542
-0.004318 0.002860 3.213542
-0.004365 0.002704 3.213542
-0.004418 0.002551 3.213542
-0.004524 0.002428 3.213542
-0.004636 0.002310 3.213542
-0.004742 0.002186 3.213542
-0.004848 0.002063 3.213542
-0.004945 0.001932 3.213542
-0.005041 0.001801 3.213542
-0.005138 0.001670 3.213542
-0.005243 0.001546 3.213542
-0.005350 0.001424 3.213542
-0.005455 0.001299 3.213542
-0.005553 0.001169 3.213542
-0.005650 0.001039 3.213542
-0.005752 0.000913 3.213542
-0.005858 0.000789 3.213542
-0.005961 0.000663 3.213542
-0.006060 0.000534 3.213542
-0.006160 0.000406 3.213542
-0.006263 0.000280 3.213542
-0.006366 0.000154 3.213542
-0.006419 0.000000 3.213542
-0.006366 -0.000154 3.213542
-0.006263 -0.000280 3.213542
-0.006160 -0.000406 3.213542
-0.006060 -0.000534 3.213542
-0.005961 -0.000663 3.213542
-0.005858 -0.000789 3.213542
-0.005752 -0.000913 3.213542
-0.005650 -0.001039 3.213542
-0.005553 -0.001169 3.213542
-0.005455 -0.001299 3.213542
-0.005350 -0.001424 3.213542
-0.005243 -0.001546 3.213542
-0.005138 -0.001670 3.213542
-0.005041 -0.001801 3.213542
-0.004945 -0.001932 3.213542
-0.004848 -0.002063 3.213542
-0.004742 -0.002186 3.213542
-0.004636 -0.002310 3.213542
-0.004524 -0.002428 3.213542
-0.004418 -0.002551 3.213542
-0.004365 -0.002704 3.213542
-0.004318 -0.002860 3.213542
-0.004264 -0.003014 3.213542
-0.004210 -0.003167 3.213542
-0.004146 -0.003316 3.213542
-0.004080 -0.003465 3.213542
-0.004016 -0.003615 3.213542
-0.003960 -0.003768 3.213542
-0.003908 -0.003922 3.213542
-0.003852 -0.004074 3.213542
-0.003789 -0.004224 3.213542
-0.003725 -0.004374 3.213542
-0.003667 -0.004526 3.213542
-0.003612 -0.004679 3.213542
-0.003554 -0.004831 3.213542
-0.003492 -0.004981 3.213542
-0.003432 -0.005132 3.213542
-0.003374 -0.005284 3.213542
-0.003316 -0.005436 3.213542
-0.003210 -0.005559 3.213542
-0.003050 -0.005590 3.213542
-0.002889 -0.005564 3.213542
-0.002729 -0.005538 3.213542
-0.002568 -0.005515 3.213542
-0.002406 -0.005494 3.213542
-0.002246 -0.005468 3.213542
-0.002086 -0.005438 3.213542
-0.001925 -0.005412 3.213542
-0.001764 -0.005393 3.213542
-0.001602 -0.005373 3.213542
-0.001442 -0.005345 3.213542
-0.001283 -0.005313 3.213542
-0.001123 -0.005285 3.213542
-0.000961 -0.005266 3.213542
-0.000799 -0.005248 3.213542
-0.000638 -0.005230 3.213542
-0.000478 -0.005200 3.213542
-0.000318 -0.005170 3.213542
-0.000160 -0.005132 3.213542
0.000000 -0.005102 3.213542
0.000160 -0.005132 3.213542
0.000318 -0.005170 3.213542
0.000478 -0.005200 3.213542
0.000638 -0.005230 3.213542
0.000799 -0.005248 3.213542
0.000961 -0.005266 3.213542
0.001123 -0.005285 3.213542
0.001283 -0.005313 3.213542
0.001442 -0.005345 3.213542
0.001602 -0.005373 3.213542
0.001764 -0.005393 3.213542
0.001925 -0.005412 3.213542
0.002086 -0.005438 3.213542
0.002246 -0.005468 3.213542
0.002406 -0.005494 3.213542
0.002568 -0.005515 3.213542
0.002729 -0.005538 3.213542
0.002889 -0.005564 3.213542
0.003050 -0.005590 3.213542
0.003210 -0.005559 3.213542
0.003316 -0.005436 3.213542
0.003374 -0.005284 3.213542
0.003432 -0.005132 3.213542
0.003492 -0.004981 3.213542
0.003554 -0.004831 3.213542
0.003612 -0.004679 3.213542
0.003667 -0.004526 3.213542
0.003725 -0.004374 3.213542
0.003789 -0.004224 3.213542
0.003852 -0.004074 3.213542
0.003908 -0.003922 3.213542
0.003960 -0.003768 3.213542
0.004016 -0.003615 3.213542
0.004080 -0.003465 3.213542
0.004146 -0.003316 3.213542
0.004210 -0.003167 3.213542
0.004264 -0.003014 3.213542
0.004318 -0.002860 3.213542
0.004365 -0.002704 3.213542
0.004418 -0.002551 3.213542
0.004524 -0.002428 3.213542
0.004636 -0.002310 3.213542
0.004742 -0.002186 3.213542
0.004848 -0.002063 3.213542
0.004945 -0.001932 3.213542
0.005041 -0.001801 3.213542
0.005138 -0.001670 3.213542
0.005243 -0.001546 3.213542
0.005350 -0.001424 3.213542
0.005455 -0.001299 3.213542
0.005553 -0.001169 3.213542
0.005650 -0.001039 3.213542
0.005752 -0.000913 3.213542
0.005858 -0.000789 3.213542
0.005961 -0.000663 3.213542
0.006060 -0.000534 3.213542
0.006160 -0.000406 3.213542
0.006263 -0.000280 3.213542
0.006366 -0.000154 3.213542
0.006419 -0.000000 3.213542

